id,Day,Month,Year,Tminimum,Tmaximum,Tmean,RHmean,WS,ET,ET_M1,D_M1,ET_M2,D_M2,ET_M3,D_M3,ET_M4,D_M4,ET_M5,D_M5
3491,22        ,7         ,2009      ,34.4,39.3,30.1,51,3.82,8.0,7.27,0.73,7.26,0.74,9.76,1.76,7.28,0.72,7.23,0.77
3492,23        ,7         ,2009      ,34.4,39.2,30.4,53,1.69,5.9,5.85,0.05,5.46,0.44,8.44,2.54,6.18,0.28,10.64,4.74
3493,24        ,7         ,2009      ,32.6,35.9,29.5,64,1.88,4.9,4.46,0.44,5.03,0.13,3.71,1.19,4.37,0.53,2.18,2.72
3494,25        ,7         ,2009      ,33.7,37.9,28.7,60,1.46,5.4,4.57,0.83,5.0,0.4,9.24,3.84,5.5,0.1,9.28,3.88
3495,26        ,7         ,2009      ,35.8,41.2,30.3,51,2.19,7.0,6.84,0.16,7.09,0.09,5.99,1.01,6.52,0.48,5.14,1.86
3496,27        ,7         ,2009      ,35.9,42.0,30.9,45,5.09,10.4,9.12,1.28,9.71,0.69,6.74,3.66,9.19,1.21,16.23,5.83
3497,28        ,7         ,2009      ,34.6,40.5,28.8,49,3.79,8.6,7.13,1.47,8.21,0.39,10.91,2.31,9.37,0.77,10.2,1.6
3498,29        ,7         ,2009      ,35.1,40.0,30.7,50,3.73,8.1,8.16,0.06,8.75,0.65,8.09,0.01,9.25,1.15,2.53,5.57
3499,30        ,7         ,2009      ,35.3,40.4,30.3,48,3.17,7.9,8.14,0.24,7.55,0.35,10.56,2.66,8.48,0.58,11.45,3.55
3500,31        ,7         ,2009      ,35.2,40.1,30.1,46,3.45,8.2,8.17,0.03,8.24,0.04,4.36,3.84,7.23,0.97,12.91,4.71
3501,1         ,8         ,2009      ,35.5,41.1,30.6,44,3.67,8.8,9.22,0.42,8.16,0.64,11.29,2.49,8.4,0.4,6.11,2.69
3502,2         ,8         ,2009      ,36.1,41.6,30.6,43,3.98,9.3,10.11,0.81,9.3,0.0,8.16,1.14,8.04,1.26,13.15,3.85
3503,3         ,8         ,2009      ,36.7,42.5,31.3,41,4.38,10.1,10.62,0.52,9.5,0.6,6.31,3.79,9.89,0.21,8.28,1.82
3504,4         ,8         ,2009      ,36.4,41.7,31.3,43,4.15,9.5,7.85,1.65,9.8,0.3,10.47,0.97,8.43,1.07,15.3,5.8
3505,5         ,8         ,2009      ,36.6,42.2,30.7,41,4.32,10.0,10.97,0.97,9.11,0.89,6.38,3.62,9.85,0.15,6.22,3.78
3506,6         ,8         ,2009      ,37.0,43.0,31.0,40,4.4,10.4,11.96,1.56,10.14,0.26,12.67,2.27,11.29,0.89,4.86,5.54
3507,7         ,8         ,2009      ,36.7,42.4,31.1,39,3.34,9.1,8.42,0.68,9.95,0.85,8.18,0.92,8.65,0.45,12.61,3.51
3508,8         ,8         ,2009      ,36.5,41.5,31.7,39,3.47,8.9,9.97,1.07,8.35,0.55,6.81,2.09,9.6,0.7,7.41,1.49
3509,9         ,8         ,2009      ,36.7,42.2,31.2,36,2.88,8.6,10.06,1.46,8.85,0.25,9.34,0.74,8.34,0.26,14.07,5.47
3510,10        ,8         ,2009      ,37.3,43.5,31.1,34,3.31,9.6,8.82,0.78,10.11,0.51,6.21,3.39,10.24,0.64,10.23,0.63
3511,11        ,8         ,2009      ,37.8,43.7,32.1,35,2.88,8.9,6.99,1.91,8.69,0.21,8.73,0.17,8.97,0.07,4.3,4.6
3512,12        ,8         ,2009      ,38.3,43.5,32.8,33,2.36,8.1,7.6,0.5,8.9,0.8,10.92,2.82,7.17,0.93,10.68,2.58
3513,13        ,8         ,2009      ,37.7,43.0,32.7,33,4.1,10.4,11.08,0.68,9.9,0.5,8.93,1.47,10.38,0.02,6.66,3.74
3514,14        ,8         ,2009      ,36.8,41.9,31.6,39,4.08,9.7,7.89,1.81,8.94,0.76,7.05,2.65,8.95,0.75,11.42,1.72
3515,15        ,8         ,2009      ,37.0,41.7,31.8,38,3.28,8.7,8.5,0.2,9.16,0.46,10.0,1.3,7.57,1.13,11.58,2.88
3516,16        ,8         ,2009      ,37.3,42.3,32.4,37,2.45,7.8,9.32,1.52,7.87,0.07,3.85,3.95,8.36,0.56,6.94,0.86
3517,17        ,8         ,2009      ,37.3,41.4,33.0,38,2.73,7.8,5.89,1.91,7.47,0.33,8.52,0.72,7.68,0.12,2.97,4.83
3518,18        ,8         ,2009      ,37.1,42.4,32.0,36,3.97,9.8,8.76,1.04,10.13,0.33,6.43,3.37,9.3,0.5,10.4,0.6
3519,19        ,8         ,2009      ,36.6,41.6,31.4,37,2.99,8.4,10.02,1.62,8.38,0.02,10.42,2.02,7.16,1.24,3.83,4.57
3520,20        ,8         ,2009      ,37.0,41.5,31.8,36,1.99,7.0,7.75,0.75,7.29,0.29,6.33,0.67,6.68,0.32,9.55,2.55
3521,21        ,8         ,2009      ,36.5,41.2,31.4,37,3.19,8.5,7.36,1.14,7.71,0.79,6.65,1.85,7.45,1.05,4.79,3.71
3522,22        ,8         ,2009      ,36.3,40.7,31.3,37,2.81,7.9,8.36,0.46,8.39,0.49,8.4,0.5,8.51,0.61,9.59,1.69
3523,23        ,8         ,2009      ,35.8,41.4,31.0,40,2.41,7.5,6.85,0.65,6.75,0.75,4.35,3.15,6.51,0.99,10.35,2.85
3524,24        ,8         ,2009      ,34.4,39.5,29.4,51,1.23,5.5,6.54,1.04,5.05,0.45,7.3,1.8,5.08,0.42,4.67,0.83
3525,25        ,8         ,2009      ,35.1,40.0,29.7,43,0.66,4.9,5.06,0.16,5.05,0.15,1.93,2.97,4.09,0.81,0.100000000000001,4.8
3526,26        ,8         ,2009      ,35.4,41.2,28.8,41,0.97,5.7,4.95,0.75,4.96,0.74,4.47,1.23,5.46,0.24,8.48,2.78
3527,27        ,8         ,2009      ,35.2,40.5,29.2,41,1.44,6.1,5.16,0.94,6.21,0.11,3.7,2.4,5.0,1.1,1.56,4.54
3528,28        ,8         ,2009      ,36.0,41.4,30.1,38,1.97,7.0,7.26,0.26,7.61,0.61,8.05,1.05,6.82,0.18,9.52,2.52
3529,29        ,8         ,2009      ,35.4,40.0,30.5,43,2.94,7.6,6.95,0.65,6.72,0.88,3.9,3.7,8.51,0.91,7.11,0.49
3530,30        ,8         ,2009      ,32.1,37.4,27.9,61,3.39,6.5,8.48,1.98,5.93,0.57,8.85,2.35,5.21,1.29,8.15,1.65
3531,31        ,8         ,2009      ,30.1,33.5,27.6,77,2.25,4.0,5.1,1.1,3.82,0.18,7.13,3.13,4.86,0.86,-1.63,5.63
3532,1         ,9         ,2009      ,30.8,34.5,27.1,70,1.09,4.1,5.59,1.49,3.66,0.44,0.2,3.9,3.81,0.29,0.49,3.61
3533,2         ,9         ,2009      ,32.2,37.2,27.6,62,1.01,4.7,6.38,1.68,4.84,0.14,7.25,2.55,4.03,0.67,-0.67,5.37
3534,3         ,9         ,2009      ,32.3,37.6,27.8,60,2.22,5.8,5.74,0.06,6.12,0.32,4.6,1.2,5.57,0.23,8.54,2.74
3535,4         ,9         ,2009      ,30.4,35.7,25.8,65,2.52,5.5,4.31,1.19,5.49,0.01,1.65,3.85,5.02,0.48,4.78,0.72
3536,5         ,9         ,2009      ,30.9,37.1,25.3,56,1.16,5.1,6.48,1.38,5.71,0.61,4.47,0.63,5.06,0.04,7.58,2.48
3537,6         ,9         ,2009      ,31.3,38.5,24.4,46,1.74,6.3,7.87,1.57,6.0,0.3,3.02,3.28,5.52,0.78,5.84,0.46
3538,7         ,9         ,2009      ,31.7,39.0,24.3,41,1.81,6.6,4.65,1.95,7.08,0.48,8.53,1.93,5.44,1.16,2.17,4.43
3539,8         ,9         ,2009      ,32.8,40.1,27.0,36,1.5,6.2,5.86,0.34,6.02,0.18,9.31,3.11,6.79,0.59,8.61,2.41
3540,9         ,9         ,2009      ,31.1,39.2,24.2,40,2.31,7.2,8.87,1.67,7.97,0.77,5.44,1.76,8.17,0.97,3.03,4.17
3541,10        ,9         ,2009      ,30.6,37.8,24.4,60,2.26,6.1,6.89,0.79,6.15,0.05,5.69,0.41,6.5,0.4,8.25,2.15
3542,11        ,9         ,2009      ,30.2,37.0,24.4,61,2.84,6.3,7.68,1.38,5.66,0.64,9.36,3.06,5.04,1.26,6.18,0.12
3543,12        ,9         ,2009      ,31.1,38.7,24.3,54,1.93,6.2,6.7,0.5,6.19,0.01,5.97,0.23,5.85,0.35,2.1,4.1
3544,13        ,9         ,2009      ,31.9,40.0,25.0,39,2.78,7.9,6.81,1.09,7.39,0.51,10.38,2.48,8.98,1.08,2.64,5.26
3545,14        ,9         ,2009      ,31.4,39.6,23.6,34,3.03,8.4,8.18,0.22,8.58,0.18,4.74,3.66,8.37,0.03,7.97,0.43
3546,15        ,9         ,2009      ,31.3,39.0,24.3,39,2.86,7.8,9.34,1.54,7.03,0.77,10.11,2.31,8.69,0.89,11.6,3.8
3547,16        ,9         ,2009      ,31.2,38.1,25.0,44,2.59,7.0,5.07,1.93,6.62,0.38,6.04,0.96,8.14,1.14,1.44,5.56
3548,17        ,9         ,2009      ,32.5,39.1,25.8,40,1.53,6.0,5.68,0.32,5.36,0.64,2.39,3.61,5.3,0.7,9.54,3.54
3549,18        ,9         ,2009      ,33.4,40.8,26.7,38,2.48,7.5,8.94,1.44,7.84,0.34,6.71,0.79,7.23,0.27,5.98,1.52
3550,19        ,9         ,2009      ,34.1,42.0,26.3,31,2.55,8.2,8.17,0.03,7.69,0.51,11.24,3.04,7.68,0.52,13.69,5.49
3551,20        ,9         ,2009      ,34.2,42.5,26.4,30,2.23,7.8,9.16,1.36,8.01,0.21,6.11,1.69,7.72,0.08,6.55,1.25
3552,21        ,9         ,2009      ,34.0,42.6,26.2,29,2.76,8.7,8.22,0.48,7.89,0.81,11.16,2.46,8.37,0.33,3.47,5.23
3553,22        ,9         ,2009      ,33.6,42.5,25.5,26,2.48,8.3,7.23,1.07,8.8,0.5,7.19,1.11,7.11,1.19,5.69,2.61
3554,23        ,9         ,2009      ,33.5,41.7,26.4,24,3.22,9.3,9.49,0.19,8.53,0.77,11.59,2.29,9.16,0.14,4.93,4.37
3555,24        ,9         ,2009      ,33.4,41.7,27.2,24,3.8,10.1,9.72,0.38,9.64,0.46,9.16,0.94,11.11,1.01,12.44,2.34
3556,25        ,9         ,2009      ,32.5,41.1,25.4,26,3.52,9.5,8.53,0.97,9.57,0.07,6.31,3.19,8.93,0.57,13.01,3.51
3557,26        ,9         ,2009      ,31.5,39.6,23.9,29,2.4,7.5,7.4,0.1,7.83,0.33,7.14,0.36,8.32,0.82,6.02,1.48
3558,27        ,9         ,2009      ,31.9,40.1,23.9,28,1.88,6.8,6.32,0.48,7.64,0.84,9.81,3.01,6.42,0.38,12.26,5.46
3559,28        ,9         ,2009      ,32.0,40.2,24.4,29,1.99,6.9,8.71,1.81,7.11,0.21,3.11,3.79,8.14,1.24,3.46,3.44
3560,29        ,9         ,2009      ,32.9,41.9,24.7,25,2.24,7.7,7.5,0.2,6.9,0.8,10.14,2.44,7.89,0.19,2.5,5.2
3561,30        ,9         ,2009      ,33.7,42.6,25.3,21,2.18,7.8,9.12,1.32,8.21,0.41,6.71,1.09,6.74,1.06,10.97,3.17
3562,1         ,10        ,2009      ,33.6,42.4,26.8,21,1.2,5.8,7.71,1.91,6.47,0.67,9.54,3.74,6.42,0.62,6.35,0.55
3563,2         ,10        ,2009      ,32.4,39.8,25.1,39,2.2,6.8,5.77,1.03,6.43,0.37,5.88,0.92,5.93,0.87,9.11,2.31
3564,3         ,10        ,2009      ,33.2,39.9,27.4,42,2.55,6.9,8.32,1.42,7.44,0.54,3.73,3.17,7.33,0.43,6.61,0.29
3565,4         ,10        ,2009      ,31.9,37.9,26.9,47,2.89,6.6,5.85,0.75,6.36,0.24,8.42,1.82,7.41,0.81,10.86,4.26
3566,5         ,10        ,2009      ,30.7,36.7,25.1,48,1.55,5.1,3.97,1.13,5.94,0.84,8.09,2.99,4.86,0.24,10.53,5.43
3567,6         ,10        ,2009      ,30.9,37.7,24.8,40,1.05,4.8,5.26,0.46,4.27,0.53,3.16,1.64,5.9,1.1,1.4,3.4
3568,7         ,10        ,2009      ,30.6,37.9,24.7,26,1.73,6.0,5.15,0.85,5.29,0.71,6.29,0.29,6.19,0.19,7.38,1.38
3569,8         ,10        ,2009      ,29.6,38.6,21.3,18,2.39,7.5,5.53,1.97,7.9,0.4,6.43,1.07,8.42,0.92,10.64,3.14
3570,9         ,10        ,2009      ,29.0,37.4,20.3,21,2.15,6.8,8.1,1.3,6.7,0.1,10.52,3.72,6.8,0.0,5.68,1.12
3571,10        ,10        ,2009      ,29.7,37.3,22.8,17,1.57,5.8,7.49,1.69,5.44,0.36,3.43,2.37,5.07,0.73,10.89,5.09
3572,11        ,10        ,2009      ,30.2,37.4,23.2,19,0.7,4.1,4.03,0.07,3.23,0.87,0.95,3.15,3.81,0.29,4.36,0.26
3573,12        ,10        ,2009      ,29.8,37.6,22.2,20,1.24,5.2,6.6,1.4,4.96,0.24,7.0,1.8,5.88,0.68,9.43,4.23
3574,13        ,10        ,2009      ,29.7,36.8,22.2,22,1.34,5.2,6.79,1.59,6.03,0.83,2.63,2.57,4.96,0.24,2.99,2.21
3575,14        ,10        ,2009      ,28.5,34.9,23.6,30,1.29,4.7,6.67,1.97,4.17,0.53,5.92,1.22,5.19,0.49,1.33,3.37
3576,15        ,10        ,2009      ,29.2,36.7,22.2,29,1.37,5.1,3.8,1.3,4.4,0.7,1.23,3.87,5.05,0.05,6.45,1.35
3577,16        ,10        ,2009      ,28.6,35.7,21.8,28,1.7,5.5,5.08,0.42,5.9,0.4,6.55,1.05,6.41,0.91,0.18,5.32
3578,17        ,10        ,2009      ,28.6,35.3,23.1,22,0.91,4.1,4.91,0.81,4.01,0.09,0.399999999999999,3.7,5.26,1.16,4.58,0.48
3579,18        ,10        ,2009      ,27.1,34.9,20.3,28,1.65,5.3,6.5,1.2,5.57,0.27,3.35,1.95,4.58,0.72,0.84,4.46
3580,19        ,10        ,2009      ,27.7,35.2,21.2,18,1.08,4.5,3.97,0.53,3.63,0.87,1.38,3.12,4.21,0.29,6.94,2.44
3581,20        ,10        ,2009      ,28.4,35.1,22.7,14,0.75,3.7,4.61,0.91,3.14,0.56,5.47,1.77,3.16,0.54,7.3,3.6
3582,21        ,10        ,2009      ,27.3,34.9,20.7,11,1.38,5.0,4.76,0.24,4.26,0.74,2.45,2.55,4.9,0.1,3.43,1.57
3583,22        ,10        ,2009      ,26.4,35.6,17.6,9,1.66,5.6,6.96,1.36,6.03,0.43,6.8,1.2,6.56,0.96,2.26,3.34
3584,23        ,10        ,2009      ,25.7,34.2,19.0,11,1.1,4.3,6.05,1.75,4.17,0.13,0.45,3.85,5.51,1.21,5.61,1.31
3585,24        ,10        ,2009      ,25.9,35.3,16.0,11,2.24,6.6,6.46,0.14,6.99,0.39,5.97,0.63,5.83,0.77,1.31,5.29
3586,25        ,10        ,2009      ,26.0,34.0,19.4,13,0.95,4.0,5.46,1.46,3.91,0.09,7.28,3.28,5.03,1.03,7.26,3.26
3587,26        ,10        ,2009      ,24.6,33.6,16.1,13,1.3,4.7,6.55,1.85,4.01,0.69,2.77,1.93,4.11,0.59,9.73,5.03
3588,27        ,10        ,2009      ,25.1,34.1,16.6,13,1.31,4.7,3.52,1.18,5.08,0.38,4.12,0.58,4.85,0.15,7.1,2.4
3589,28        ,10        ,2009      ,24.4,33.9,16.5,15,1.34,4.7,4.4,0.3,4.14,0.56,6.45,1.75,5.1,0.4,4.32,0.38
3590,29        ,10        ,2009      ,24.6,34.4,16.5,17,1.58,5.2,4.31,0.89,5.45,0.25,5.2,0.0,3.94,1.26,3.66,1.54
3591,30        ,10        ,2009      ,25.2,34.4,17.9,17,1.57,5.1,5.08,0.02,5.62,0.52,3.92,1.18,5.92,0.82,-0.42,5.52
3592,31        ,10        ,2009      ,26.3,36.0,18.3,17,2.37,6.6,7.2,0.6,6.48,0.12,10.43,3.83,5.52,1.08,5.92,0.68
3593,1         ,11        ,2009      ,27.1,35.4,20.9,16,0.98,4.0,5.73,1.73,4.72,0.72,6.48,2.48,4.64,0.64,-0.66,4.66
3594,2         ,11        ,2009      ,24.8,33.2,17.5,25,1.84,5.2,5.08,0.12,5.11,0.09,8.45,3.25,6.22,1.02,7.83,2.63
3595,3         ,11        ,2009      ,25.0,32.8,19.7,38,2.2,5.2,3.96,1.24,5.79,0.59,3.3,1.9,5.65,0.45,9.0,3.8
3596,4         ,11        ,2009      ,24.7,32.0,18.2,38,1.32,4.1,5.73,1.63,3.24,0.86,3.54,0.56,4.09,0.01,-0.86,4.96
3597,5         ,11        ,2009      ,24.6,32.0,17.8,32,1.2,4.0,4.02,0.02,4.55,0.55,7.21,3.21,4.39,0.39,6.93,2.93
3598,6         ,11        ,2009      ,23.3,31.1,17.6,35,1.26,3.9,2.56,1.34,4.06,0.16,3.52,0.38,5.03,1.13,2.99,0.91
3599,7         ,11        ,2009      ,23.1,31.4,16.4,30,1.35,4.2,5.93,1.73,4.62,0.42,7.23,3.03,4.41,0.21,2.13,2.07
3600,8         ,11        ,2009      ,23.5,31.3,16.4,26,1.25,4.0,2.95,1.05,3.88,0.12,2.32,1.68,4.94,0.94,4.05,0.05
3601,9         ,11        ,2009      ,22.6,30.4,16.9,26,1.98,4.9,5.28,0.38,5.62,0.72,4.57,0.33,4.4,0.5,0.880000000000001,4.02
3602,10        ,11        ,2009      ,19.4,28.2,12.1,27,1.97,4.6,5.37,0.77,4.19,0.41,6.11,1.51,5.48,0.88,-1.19,5.79
3603,11        ,11        ,2009      ,19.4,28.0,10.9,22,1.91,4.7,6.59,1.89,5.29,0.59,4.54,0.16,4.39,0.31,1.54,3.16
3604,12        ,11        ,2009      ,19.6,28.9,10.7,15,1.86,4.8,4.52,0.28,4.52,0.28,7.61,2.81,5.5,0.7,5.94,1.14
3605,13        ,11        ,2009      ,20.4,25.4,16.9,68,2.44,3.1,3.37,0.27,3.65,0.55,1.64,1.46,2.84,0.26,5.4,2.3
3606,14        ,11        ,2009      ,20.6,26.6,15.4,54,1.34,3.1,3.76,0.66,3.25,0.15,5.73,2.63,4.09,0.99,2.82,0.28
3607,15        ,11        ,2009      ,21.1,27.5,14.5,45,1.06,3.1,1.12,1.98,2.35,0.75,1.82,1.28,3.17,0.07,1.06,2.04
3608,16        ,11        ,2009      ,21.2,28.5,13.3,35,1.28,3.6,3.97,0.37,3.49,0.11,-0.34,3.94,4.53,0.93,-1.82,5.42
3609,17        ,11        ,2009      ,21.2,28.2,14.9,24,1.09,3.4,4.89,1.49,2.78,0.62,5.99,2.59,4.58,1.18,6.79,3.39
3610,18        ,11        ,2009      ,18.9,27.6,12.5,26,1.55,4.0,3.92,0.08,4.89,0.89,7.36,3.36,3.25,0.75,9.16,5.16
3611,19        ,11        ,2009      ,19.1,27.0,12.5,20,1.2,3.5,2.29,1.21,2.92,0.58,1.49,2.01,3.68,0.18,0.37,3.13
3612,20        ,11        ,2009      ,19.5,26.9,11.9,17,1.09,3.3,4.9,1.6,3.58,0.28,0.11,3.19,2.74,0.56,-0.99,4.29
3613,21        ,11        ,2009      ,19.1,28.3,9.8,18,1.37,3.9,2.98,0.92,4.77,0.87,5.74,1.84,3.78,0.12,6.17,2.27
3614,22        ,11        ,2009      ,18.2,28.2,10.1,20,1.51,4.0,2.69,1.31,3.76,0.24,3.51,0.49,4.98,0.98,-1.65,5.65
3615,23        ,11        ,2009      ,18.4,28.3,10.9,23,1.82,4.4,2.9,1.5,5.24,0.84,3.14,1.26,5.63,1.23,3.59,0.81
3616,24        ,11        ,2009      ,18.2,27.6,10.5,25,1.66,4.1,4.92,0.82,3.57,0.53,8.01,3.91,3.3,0.8,-0.680000000000001,4.78
3617,25        ,11        ,2009      ,19.1,28.1,11.0,27,1.69,4.1,2.89,1.21,4.33,0.23,1.54,2.56,5.15,1.05,3.55,0.55
3618,26        ,11        ,2009      ,20.3,28.6,15.2,29,0.93,3.1,2.77,0.33,3.59,0.49,1.89,1.21,2.49,0.61,7.02,3.92
3619,27        ,11        ,2009      ,18.1,26.2,11.8,27,1.3,3.4,2.48,0.92,3.21,0.19,5.79,2.39,2.54,0.86,-1.69,5.09
3620,28        ,11        ,2009      ,18.6,26.8,10.9,21,1.21,3.4,3.45,0.05,4.19,0.79,2.36,1.04,3.82,0.42,5.86,2.46
3621,29        ,11        ,2009      ,20.0,26.4,15.1,15,0.81,2.8,2.37,0.43,2.32,0.48,4.62,1.82,1.52,1.28,7.03,4.23
3622,30        ,11        ,2009      ,20.8,27.8,13.3,14,0.84,2.9,2.28,0.62,2.15,0.75,2.43,0.47,3.14,0.24,0.7,2.2
3623,1         ,12        ,2009      ,19.1,26.8,13.4,20,1.52,3.8,5.75,1.95,4.24,0.44,6.52,2.72,2.7,1.1,7.16,3.36
3624,2         ,12        ,2009      ,19.7,29.1,12.8,27,1.77,4.3,3.96,0.34,4.16,0.14,8.19,3.89,4.25,0.05,2.96,1.34
3625,3         ,12        ,2009      ,18.9,28.2,11.5,30,1.66,4.0,5.46,1.46,4.74,0.74,1.86,2.14,4.91,0.91,9.32,5.32
3626,4         ,12        ,2009      ,19.4,27.6,13.8,33,1.73,3.9,3.95,0.05,3.8,0.1,7.22,3.32,3.43,0.47,0.61,3.29
3627,5         ,12        ,2009      ,18.8,26.8,13.3,35,1.28,3.3,4.47,1.17,2.6,0.7,1.33,1.97,4.02,0.72,-1.15,4.45
3628,6         ,12        ,2009      ,17.1,26.1,11.8,28,2.2,4.3,5.86,1.56,4.69,0.39,3.68,0.62,4.02,0.28,9.92,5.62
3629,7         ,12        ,2009      ,14.5,23.5,7.0,20,1.98,4.0,3.11,0.89,3.91,0.09,7.27,3.27,5.15,1.15,1.01,2.99
3630,8         ,12        ,2009      ,15.6,23.9,7.7,14,0.95,2.8,4.07,1.27,3.15,0.35,2.36,0.44,2.9,0.1,1.83,0.97
3631,9         ,12        ,2009      ,15.2,23.2,8.6,18,1.54,3.5,2.9,0.6,3.45,0.05,6.6,3.1,2.54,0.96,6.23,2.73
3632,10        ,12        ,2009      ,16.9,24.7,10.9,26,2.34,4.4,4.99,0.59,3.75,0.65,2.65,1.75,5.61,1.21,3.69,0.71
3633,11        ,12        ,2009      ,16.9,25.0,10.4,34,1.75,3.6,2.42,1.18,3.94,0.34,3.2,0.4,2.83,0.77,8.28,4.68
3634,12        ,12        ,2009      ,17.1,24.3,12.7,42,1.63,3.2,3.5,0.3,3.81,0.61,1.63,1.57,2.87,0.33,0.54,2.66
3635,13        ,12        ,2009      ,16.8,24.6,10.6,37,1.61,3.3,3.99,0.69,3.09,0.21,7.12,3.82,2.71,0.59,7.12,3.82
3636,14        ,12        ,2009      ,16.6,24.1,11.8,29,1.79,3.6,5.41,1.81,4.41,0.81,1.13,2.47,3.75,0.15,1.8,1.8
3637,15        ,12        ,2009      ,16.9,25.1,10.6,30,1.66,3.6,4.0,0.4,3.43,0.17,7.25,3.65,4.61,1.01,0.04,3.56
3638,16        ,12        ,2009      ,16.3,25.0,9.6,31,1.55,3.4,1.87,1.53,4.08,0.68,1.5,1.9,4.66,1.26,4.94,1.54
3639,17        ,12        ,2009      ,15.7,23.9,9.4,32,1.42,3.2,4.91,1.71,3.67,0.47,6.27,3.07,2.38,0.82,-2.31,5.51
3640,18        ,12        ,2009      ,16.1,24.3,10.7,30,1.21,3.0,3.3,0.3,3.64,0.64,1.28,1.72,4.07,1.07,2.32,0.68
3641,19        ,12        ,2009      ,16.8,24.1,10.8,28,1.08,2.8,2.51,0.29,3.23,0.43,-1.17,3.97,2.16,0.64,7.45,4.65
3642,20        ,12        ,2009      ,15.0,23.6,8.5,30,1.61,3.4,4.08,0.68,3.28,0.12,2.25,1.15,2.51,0.89,0.77,2.63
3643,21        ,12        ,2009      ,14.8,24.2,7.5,30,1.72,3.6,5.4,1.8,2.88,0.72,7.4,3.8,4.05,0.45,7.39,3.79
3644,22        ,12        ,2009      ,17.2,24.3,10.6,29,0.95,2.7,2.89,0.19,3.12,0.42,2.12,0.58,2.0,0.7,1.53,1.17
3645,23        ,12        ,2009      ,17.9,25.7,10.1,32,1.53,3.5,2.18,1.32,4.09,0.59,6.73,3.23,3.76,0.26,0.57,2.93
3646,24        ,12        ,2009      ,18.0,25.3,12.1,29,0.79,2.6,4.3,1.7,2.31,0.29,0.72,1.88,1.61,0.99,2.9,0.3
3647,25        ,12        ,2009      ,17.9,25.1,11.3,22,1.02,2.9,2.99,0.09,3.45,0.55,3.43,0.53,2.82,0.08,0.83,2.07
3648,26        ,12        ,2009      ,17.3,24.4,9.8,20,0.91,2.7,1.28,1.42,2.45,0.25,4.0,1.3,2.9,0.2,8.14,5.44
3649,27        ,12        ,2009      ,14.5,24.0,6.7,26,1.71,3.6,4.34,0.74,2.76,0.84,-0.35,3.95,3.28,0.32,0.18,3.42
3650,28        ,12        ,2009      ,13.8,23.4,6.9,28,1.79,3.6,2.47,1.13,4.14,0.54,6.2,2.6,2.55,1.05,8.78,5.18
3651,29        ,12        ,2009      ,14.2,23.6,7.1,27,1.33,3.2,3.45,0.25,2.39,0.81,6.98,3.78,3.33,0.13,0.04,3.16
3652,30        ,12        ,2009      ,15.5,23.2,9.4,26,1.57,3.4,2.76,0.64,3.9,0.5,5.43,2.03,2.4,1.0,4.53,1.13
3653,31        ,12        ,2009      ,16.5,23.4,10.1,28,1.05,2.8,1.77,1.03,2.6,0.2,-0.4,3.2,2.37,0.43,-2.31,5.11
3654,1         ,1         ,2010      ,16.2,24.5,8.5,31,1.43,3.3,3.46,0.16,2.51,0.79,1.45,1.85,2.49,0.81,3.57,0.27
3655,2         ,1         ,2010      ,15.3,24.8,7.6,32,2.35,4.2,3.66,0.54,4.36,0.16,4.71,0.51,3.96,0.24,-0.0499999999999998,4.25
3656,3         ,1         ,2010      ,15.1,23.6,10.7,34,2.32,4.0,5.87,1.87,3.25,0.75,0.84,3.16,4.62,0.62,3.99,0.01
3657,4         ,1         ,2010      ,13.4,21.4,6.5,52,1.66,2.8,3.06,0.26,2.44,0.36,3.13,0.33,2.85,0.05,6.79,3.99
3658,5         ,1         ,2010      ,15.5,23.3,7.6,41,1.77,3.3,3.74,0.44,2.85,0.45,0.32,2.98,2.39,0.91,1.94,1.36
3659,6         ,1         ,2010      ,16.6,24.4,8.7,34,1.31,3.1,1.33,1.77,3.81,0.71,4.73,1.63,4.27,1.17,-0.0299999999999998,3.13
3660,7         ,1         ,2010      ,14.9,24.2,7.4,37,1.66,3.4,3.24,0.16,3.81,0.41,3.12,0.28,2.67,0.73,4.5,1.1
3661,8         ,1         ,2010      ,12.4,20.6,6.2,36,1.59,3.0,1.72,1.28,2.9,0.1,4.06,1.06,4.11,1.11,-2.08,5.08
3662,9         ,1         ,2010      ,13.0,20.3,6.5,29,1.23,2.8,0.93,1.87,3.5,0.7,-0.91,3.71,2.26,0.54,3.04,0.24
3663,10        ,1         ,2010      ,13.6,21.0,7.0,26,1.22,2.9,1.91,0.99,2.84,0.06,2.42,0.48,3.0,0.1,-1.32,4.22
3664,11        ,1         ,2010      ,14.6,23.1,8.3,23,1.17,3.0,1.82,1.18,2.43,0.57,6.13,3.13,2.51,0.49,5.19,2.19
3665,12        ,1         ,2010      ,13.1,21.8,5.8,22,1.88,3.7,2.13,1.57,4.44,0.74,1.92,1.78,4.92,1.22,7.05,3.35
3666,13        ,1         ,2010      ,12.5,20.1,6.3,53,1.73,2.8,2.1,0.7,2.36,0.44,5.36,2.56,3.1,0.3,1.47,1.33
3667,14        ,1         ,2010      ,13.7,22.2,5.5,44,1.38,3.0,1.92,1.08,3.14,0.14,1.79,1.21,1.97,1.03,8.31,5.31
