id,Day,Month,Year,Tminimum,Tmaximum,Tmean,RHmean,WS,ET,ET_M1,D_M1,ET_M2,D_M2,ET_M3,D_M3,ET_M4,D_M4,ET_M5,D_M5
3313,25        ,1         ,2009      ,17.0,25.3,10.9,44,2.67,4.3,5.45,1.15,4.94,0.64,2.52,1.78,4.47,0.17,1.85,2.45
3314,26        ,1         ,2009      ,16.2,24.2,10.3,57,1.52,3.1,2.63,0.47,2.76,0.34,3.53,0.43,2.68,0.42,7.31,4.21
3315,27        ,1         ,2009      ,16.8,25.7,9.6,47,1.72,3.7,3.04,0.66,3.1,0.6,2.49,1.21,4.98,1.28,5.29,1.59
3316,28        ,1         ,2009      ,15.6,23.9,8.0,54,1.28,3.0,1.95,1.05,3.3,0.3,6.86,3.86,2.16,0.84,-0.35,3.35
3317,29        ,1         ,2009      ,16.3,24.3,8.5,46,1.54,3.4,3.78,0.38,2.5,0.9,4.03,0.63,2.31,1.09,4.13,0.73
3318,30        ,1         ,2009      ,16.4,25.5,8.8,45,1.53,3.6,2.84,0.76,4.19,0.59,0.32,3.28,4.25,0.65,-1.1,4.7
3319,31        ,1         ,2009      ,15.8,25.1,8.5,41,1.66,3.7,1.81,1.89,4.56,0.86,3.76,0.06,3.48,0.22,-2.16,5.86
3320,1         ,2         ,2009      ,17.4,25.4,10.2,32,1.27,3.5,3.22,0.28,2.95,0.55,0.79,2.71,3.97,0.47,7.34,3.84
3321,2         ,2         ,2009      ,17.6,26.8,8.9,30,1.27,3.7,5.3,1.6,3.95,0.25,2.74,0.96,3.67,0.03,-1.3,5.0
3322,3         ,2         ,2009      ,18.2,28.5,9.3,28,1.48,4.2,2.21,1.99,3.35,0.85,2.46,1.74,3.79,0.41,4.03,0.17
3323,4         ,2         ,2009      ,18.5,28.8,9.4,29,2.3,5.2,6.51,1.31,5.41,0.21,7.71,2.51,6.34,1.14,1.66,3.54
3324,5         ,2         ,2009      ,19.3,28.2,13.4,33,1.63,4.2,5.9,1.7,3.39,0.81,3.04,1.16,3.5,0.7,2.68,1.52
3325,6         ,2         ,2009      ,17.1,26.4,10.4,44,2.02,4.2,3.17,1.03,4.7,0.5,2.26,1.94,5.16,0.96,7.48,3.28
3326,7         ,2         ,2009      ,14.7,24.1,7.4,38,2.27,4.3,4.65,0.35,4.5,0.2,4.89,0.59,3.78,0.52,3.64,0.66
3327,8         ,2         ,2009      ,15.4,24.5,7.0,26,1.38,3.8,3.06,0.74,3.34,0.46,0.96,2.84,3.03,0.77,1.98,1.82
3328,9         ,2         ,2009      ,15.9,23.2,10.5,24,1.16,3.4,3.47,0.07,3.56,0.16,3.41,0.01,3.73,0.33,0.42,2.98
3329,10        ,2         ,2009      ,14.9,23.6,10.1,40,2.2,4.1,2.71,1.39,3.34,0.76,1.84,2.26,3.52,0.58,3.14,0.96
3330,11        ,2         ,2009      ,15.7,23.9,8.5,56,1.54,3.4,1.62,1.78,3.85,0.45,-0.04,3.44,3.54,0.14,8.33,4.93
3331,12        ,2         ,2009      ,16.9,25.1,10.8,47,1.33,3.5,2.4,1.1,4.22,0.72,5.19,1.69,2.49,1.01,3.6,0.1
3332,13        ,2         ,2009      ,18.3,27.8,10.5,53,3.13,5.0,3.51,1.49,4.59,0.41,2.53,2.47,3.74,1.26,0.93,4.07
3333,14        ,2         ,2009      ,16.4,25.5,9.0,57,1.71,3.7,2.88,0.82,3.68,0.02,4.82,1.12,2.88,0.82,8.94,5.24
3334,15        ,2         ,2009      ,15.2,23.9,7.4,55,1.68,3.6,2.4,1.2,3.31,0.29,5.49,1.89,2.53,1.07,6.21,2.61
3335,16        ,2         ,2009      ,16.3,24.3,8.4,43,1.26,3.5,4.03,0.53,4.38,0.88,2.96,0.54,4.0,0.5,2.91,0.59
3336,17        ,2         ,2009      ,18.0,27.1,10.4,32,1.27,4.0,4.72,0.72,3.42,0.58,5.32,1.32,3.11,0.89,6.35,2.35
3337,18        ,2         ,2009      ,19.1,28.0,12.3,30,1.34,4.2,5.3,1.1,3.84,0.36,0.23,3.97,3.75,0.45,3.87,0.33
3338,19        ,2         ,2009      ,19.0,29.6,10.7,39,1.82,4.8,4.37,0.43,4.86,0.06,2.58,2.22,4.1,0.7,6.29,1.49
3339,20        ,2         ,2009      ,20.4,30.3,11.8,47,1.55,4.5,3.88,0.62,4.17,0.33,7.89,3.39,4.76,0.26,-0.97,5.47
3340,21        ,2         ,2009      ,20.9,30.5,12.4,35,2.33,5.6,7.54,1.94,5.58,0.02,3.56,2.04,6.59,0.99,9.04,3.44
3341,22        ,2         ,2009      ,21.6,29.0,13.6,34,1.81,4.8,4.93,0.13,5.42,0.62,7.62,2.82,6.04,1.24,0.2,4.6
3342,23        ,2         ,2009      ,22.1,30.7,14.1,31,1.59,4.9,5.42,0.52,5.69,0.79,3.43,1.47,4.1,0.8,2.92,1.98
3343,24        ,2         ,2009      ,22.9,32.1,14.6,31,1.41,4.8,6.44,1.64,4.31,0.49,8.52,3.72,3.61,1.19,8.54,3.74
3344,25        ,2         ,2009      ,22.6,32.1,14.2,30,1.52,5.0,4.97,0.03,5.19,0.19,5.9,0.9,4.38,0.62,3.28,1.72
3345,26        ,2         ,2009      ,21.9,31.4,14.6,28,1.68,5.2,5.42,0.22,4.42,0.78,2.05,3.15,5.38,0.18,10.29,5.09
3346,27        ,2         ,2009      ,21.9,30.8,13.8,25,1.8,5.3,5.91,0.61,5.15,0.15,5.62,0.32,5.6,0.3,4.44,0.86
3347,28        ,2         ,2009      ,22.4,31.2,13.8,23,1.81,5.5,3.57,1.93,6.24,0.74,2.93,2.57,4.39,1.11,1.27,4.23
3348,1         ,3         ,2009      ,24.4,33.6,15.9,18,1.4,5.2,6.26,1.06,5.18,0.02,4.13,1.07,5.88,0.68,11.2,6.0
3349,2         ,3         ,2009      ,25.7,35.5,16.6,18,1.69,6.0,4.55,1.45,6.61,0.61,7.05,1.05,5.07,0.93,2.63,3.37
3350,3         ,3         ,2009      ,25.5,35.6,17.0,23,3.27,8.2,9.83,1.63,7.89,0.31,4.5,3.7,8.69,0.49,9.55,1.35
3351,4         ,3         ,2009      ,24.4,33.5,18.4,23,1.86,5.8,5.78,0.02,5.81,0.01,6.27,0.47,6.54,0.74,2.69,3.11
3352,5         ,3         ,2009      ,24.4,32.9,16.6,20,1.59,5.5,4.35,1.15,5.23,0.27,2.38,3.12,5.2,0.3,5.99,0.49
3353,6         ,3         ,2009      ,23.8,34.0,15.1,17,2.35,6.9,5.37,1.53,7.77,0.87,8.68,1.78,8.06,1.16,4.65,2.25
3354,7         ,3         ,2009      ,23.0,31.4,15.0,24,2.7,6.7,4.78,1.92,6.14,0.56,3.75,2.95,6.58,0.12,6.93,0.23
3355,8         ,3         ,2009      ,23.1,30.9,15.0,19,1.46,5.1,6.15,1.05,5.36,0.26,3.9,1.2,6.08,0.98,8.7,3.6
3356,9         ,3         ,2009      ,24.6,32.8,14.8,16,1.62,5.7,4.27,1.43,5.18,0.52,1.85,3.85,5.16,0.54,11.06,5.36
3357,10        ,3         ,2009      ,23.6,32.1,15.9,16,1.27,5.0,5.56,0.56,4.78,0.22,6.03,1.03,4.21,0.79,7.74,2.74
3358,11        ,3         ,2009      ,23.7,32.7,14.1,16,1.59,5.7,4.75,0.95,6.52,0.82,8.98,3.28,6.05,0.35,1.2,4.5
3359,12        ,3         ,2009      ,24.8,35.0,16.7,13,1.72,6.2,4.86,1.34,5.69,0.51,6.65,0.45,4.99,1.21,4.32,1.88
3360,13        ,3         ,2009      ,26.2,35.0,17.6,10,1.4,5.6,6.26,0.66,6.38,0.78,2.5,3.1,5.77,0.17,11.45,5.85
3361,14        ,3         ,2009      ,24.7,35.3,15.5,13,2.04,6.9,5.85,1.05,6.52,0.38,8.65,1.75,5.87,1.03,8.52,1.62
3362,15        ,3         ,2009      ,25.2,34.7,15.0,16,1.51,5.9,6.07,0.17,5.98,0.08,5.5,0.4,5.31,0.59,10.89,4.99
3363,16        ,3         ,2009      ,26.7,35.5,18.2,16,1.73,6.3,4.8,1.5,5.96,0.34,5.12,1.18,5.46,0.84,5.54,0.76
3364,17        ,3         ,2009      ,27.1,35.9,17.6,18,2.35,7.4,9.09,1.69,7.36,0.04,11.23,3.83,7.8,0.4,3.27,4.13
3365,18        ,3         ,2009      ,27.8,36.4,19.2,18,1.67,6.3,6.57,0.27,6.94,0.64,5.69,0.61,5.65,0.65,11.6,5.3
3366,19        ,3         ,2009      ,27.1,35.5,18.4,23,1.81,6.4,7.8,1.4,6.07,0.33,9.66,3.26,6.62,0.22,3.13,3.27
3367,20        ,3         ,2009      ,26.8,34.4,19.0,30,1.71,5.9,4.31,1.59,5.3,0.6,3.99,1.91,6.37,0.47,1.47,4.43
3368,21        ,3         ,2009      ,26.2,34.4,18.3,26,1.77,6.1,5.93,0.17,5.81,0.29,3.02,3.08,6.07,0.03,7.91,1.81
3369,22        ,3         ,2009      ,25.6,32.5,18.4,24,1.32,5.2,6.7,1.5,6.09,0.89,6.93,1.73,5.48,0.28,1.63,3.57
3370,23        ,3         ,2009      ,26.3,33.6,18.5,31,2.16,6.4,5.57,0.83,5.81,0.59,2.42,3.98,5.26,1.14,4.85,1.55
3371,24        ,3         ,2009      ,26.3,33.9,19.0,34,2.79,7.1,5.89,1.21,7.95,0.85,5.94,1.16,7.8,0.7,2.18,4.92
3372,25        ,3         ,2009      ,23.9,31.7,16.1,47,2.05,5.6,6.14,0.54,5.05,0.55,9.41,3.81,5.34,0.26,5.51,0.09
3373,26        ,3         ,2009      ,25.2,33.3,16.6,35,1.46,5.6,3.74,1.86,5.36,0.24,3.14,2.46,5.08,0.52,9.66,4.06
3374,27        ,3         ,2009      ,25.9,31.7,21.1,39,2.95,6.5,6.75,0.25,7.34,0.84,7.61,1.11,6.58,0.08,12.33,5.83
3375,28        ,3         ,2009      ,22.7,30.2,17.6,64,3.91,5.6,5.36,0.24,5.39,0.21,3.72,1.88,5.27,0.33,8.8,3.2
3376,29        ,3         ,2009      ,23.6,31.4,17.3,56,2.05,5.3,6.86,1.56,6.1,0.8,5.84,0.54,6.49,1.19,4.12,1.18
3377,30        ,3         ,2009      ,25.1,33.2,17.3,44,1.83,5.8,5.95,0.15,5.3,0.5,7.51,1.71,5.66,0.14,3.46,2.34
3378,31        ,3         ,2009      ,27.1,35.2,19.0,39,1.63,6.0,4.52,1.48,5.81,0.19,5.64,0.36,7.0,1.0,9.5,3.5
3379,1         ,4         ,2009      ,28.8,36.3,23.0,34,1.95,6.5,4.64,1.86,6.96,0.46,9.51,3.01,5.93,0.57,7.38,0.88
3380,2         ,4         ,2009      ,29.0,36.7,22.3,32,2.24,7.1,8.29,1.19,6.95,0.15,10.89,3.79,6.28,0.82,4.46,2.64
3381,3         ,4         ,2009      ,28.4,36.0,21.3,31,1.94,6.6,6.08,0.52,7.35,0.75,4.56,2.04,6.98,0.38,7.22,0.62
3382,4         ,4         ,2009      ,28.1,35.4,19.6,25,1.94,6.8,8.64,1.84,6.35,0.45,3.99,2.81,5.56,1.24,2.81,3.99
3383,5         ,4         ,2009      ,27.7,35.7,20.4,22,2.08,7.1,6.87,0.23,6.39,0.71,3.51,3.59,7.29,0.19,12.86,5.76
3384,6         ,4         ,2009      ,27.1,34.6,20.5,32,3.03,7.7,6.42,1.28,8.11,0.41,5.46,2.24,6.65,1.05,3.97,3.73
3385,7         ,4         ,2009      ,26.1,34.3,18.2,35,2.34,6.9,6.11,0.79,6.8,0.1,7.79,0.89,6.89,0.01,2.0,4.9
3386,8         ,4         ,2009      ,23.1,29.8,16.6,53,2.88,5.8,6.98,1.18,6.5,0.7,7.46,1.66,4.93,0.87,2.93,2.87
3387,9         ,4         ,2009      ,23.9,31.6,16.1,41,1.93,5.9,6.2,0.3,5.83,0.07,6.21,0.31,4.78,1.12,5.65,0.25
3388,10        ,4         ,2009      ,25.4,33.4,15.8,34,1.77,6.3,4.67,1.63,5.64,0.66,3.33,2.97,5.62,0.68,7.71,1.41
3389,11        ,4         ,2009      ,28.8,37.7,19.9,23,1.94,7.3,7.28,0.02,7.66,0.36,8.92,1.62,7.54,0.24,1.91,5.39
3390,12        ,4         ,2009      ,30.2,39.0,21.3,21,1.68,7.1,7.51,0.41,7.05,0.05,9.49,2.39,7.59,0.49,6.55,0.55
3391,13        ,4         ,2009      ,31.5,39.8,22.7,22,1.31,6.5,4.77,1.73,6.82,0.32,4.13,2.37,6.44,0.06,8.21,1.71
3392,14        ,4         ,2009      ,31.6,41.4,22.9,19,3.09,9.9,9.78,0.12,9.88,0.02,6.76,3.14,10.21,0.31,4.21,5.69
3393,15        ,4         ,2009      ,29.0,37.6,20.3,35,2.59,7.9,6.46,1.44,8.51,0.61,6.11,1.79,6.73,1.17,4.84,3.06
3394,16        ,4         ,2009      ,28.1,36.0,21.1,33,3.18,8.2,7.63,0.57,7.89,0.31,5.63,2.57,8.93,0.73,13.03,4.83
3395,17        ,4         ,2009      ,28.0,37.9,18.1,21,2.32,8.2,7.04,1.16,7.63,0.57,9.42,1.22,9.18,0.98,5.4,2.8
3396,18        ,4         ,2009      ,30.7,40.3,20.9,13,2.87,9.7,9.42,0.28,9.97,0.27,5.98,3.72,9.16,0.54,13.67,3.97
3397,19        ,4         ,2009      ,34.1,43.0,25.3,14,2.29,8.9,9.77,0.87,8.03,0.87,5.61,3.29,9.01,0.11,6.96,1.94
3398,20        ,4         ,2009      ,34.0,42.1,24.8,16,1.18,6.6,8.59,1.99,7.16,0.56,6.13,0.47,6.24,0.36,12.52,5.92
3399,21        ,4         ,2009      ,30.5,38.5,23.6,23,3.94,10.2,8.88,1.32,11.03,0.83,7.08,3.12,11.42,1.22,11.28,1.08
3400,22        ,4         ,2009      ,28.0,37.5,17.7,10,2.86,9.3,7.39,1.91,8.78,0.52,7.93,1.37,9.6,0.3,4.24,5.06
3401,23        ,4         ,2009      ,29.4,38.0,19.9,13,2.36,8.4,7.37,1.03,8.62,0.22,6.65,1.75,7.37,1.03,5.37,3.03
3402,24        ,4         ,2009      ,29.5,38.3,19.5,16,2.02,7.9,9.52,1.62,7.08,0.82,5.38,2.52,8.49,0.59,3.7,4.2
3403,25        ,4         ,2009      ,31.3,39.9,23.5,11,1.36,6.7,5.75,0.95,6.52,0.18,7.87,1.17,5.85,0.85,8.27,1.57
3404,26        ,4         ,2009      ,32.5,41.3,25.1,9,2.39,8.9,8.83,0.07,9.68,0.78,11.25,2.35,9.31,0.41,5.57,3.33
3405,27        ,4         ,2009      ,34.0,43.2,24.3,10,2.47,9.5,8.84,0.66,9.03,0.47,10.1,0.6,10.29,0.79,8.79,0.71
3406,28        ,4         ,2009      ,36.5,44.9,26.2,13,1.97,8.7,6.92,1.78,8.87,0.17,5.45,3.25,8.92,0.22,6.23,2.47
3407,29        ,4         ,2009      ,36.3,45.3,27.5,14,2.19,9.1,8.73,0.37,8.67,0.43,9.08,0.02,8.02,1.08,9.55,0.45
3408,30        ,4         ,2009      ,35.8,43.5,28.1,14,1.69,7.7,6.2,1.5,7.57,0.13,5.03,2.67,7.86,0.16,11.52,3.82
3409,1         ,5         ,2009      ,36.3,43.9,27.9,14,1.35,7.1,7.92,0.82,7.83,0.73,3.65,3.45,6.2,0.9,1.51,5.59
3410,2         ,5         ,2009      ,36.0,43.7,28.9,16,2.37,9.1,7.89,1.21,8.68,0.42,8.87,0.23,10.38,1.28,12.66,3.56
3411,3         ,5         ,2009      ,34.9,42.5,28.2,19,2.23,8.6,10.0,1.4,8.0,0.6,5.72,2.88,7.76,0.84,10.14,1.54
3412,4         ,5         ,2009      ,32.7,40.7,24.8,27,3.91,10.6,9.01,1.59,10.89,0.29,9.47,1.13,10.87,0.27,13.3,2.7
3413,5         ,5         ,2009      ,30.8,37.4,23.9,32,2.79,8.1,10.07,1.97,7.54,0.56,5.8,2.3,8.75,0.65,7.42,0.68
3414,6         ,5         ,2009      ,32.1,39.4,24.1,27,1.91,7.5,6.2,1.3,7.25,0.25,6.95,0.55,7.29,0.21,9.34,1.84
3415,7         ,5         ,2009      ,33.5,40.6,25.4,22,2.16,8.2,6.51,1.69,9.05,0.85,9.93,1.73,7.12,1.08,2.38,5.82
3416,8         ,5         ,2009      ,35.9,43.3,29.0,16,2.55,9.4,10.41,1.01,8.85,0.55,9.02,0.38,9.37,0.03,13.19,3.79
3417,9         ,5         ,2009      ,35.1,42.3,26.6,17,1.54,7.4,7.26,0.14,8.21,0.81,4.77,2.63,6.51,0.89,5.63,1.77
3418,10        ,5         ,2009      ,35.5,42.8,28.4,16,2.51,9.2,9.92,0.72,8.69,0.51,5.4,3.8,9.65,0.45,6.27,2.93
3419,11        ,5         ,2009      ,34.2,42.1,25.7,14,2.77,9.8,7.95,1.85,9.6,0.2,12.25,2.45,9.1,0.7,10.71,0.91
3420,12        ,5         ,2009      ,34.8,42.3,25.7,13,1.62,7.6,7.36,0.24,8.4,0.8,6.49,1.11,7.86,0.26,10.27,2.67
3421,13        ,5         ,2009      ,37.0,45.0,27.0,11,2.04,8.9,10.46,1.56,8.74,0.16,12.66,3.76,7.78,1.12,8.94,0.04
3422,14        ,5         ,2009      ,39.0,45.8,30.1,11,1.02,6.5,4.55,1.95,7.26,0.76,7.43,0.93,6.42,0.08,2.48,4.02
3423,15        ,5         ,2009      ,39.3,46.9,30.3,12,2.98,11.1,10.02,1.08,10.64,0.46,7.52,3.58,12.04,0.94,16.88,5.78
3424,16        ,5         ,2009      ,39.1,46.4,30.1,14,1.46,7.7,9.36,1.66,7.55,0.15,9.93,2.23,6.51,1.19,3.94,3.76
3425,17        ,5         ,2009      ,38.9,46.8,30.0,14,1.99,9.0,9.79,0.79,8.58,0.42,12.01,3.01,9.75,0.75,13.92,4.92
3426,18        ,5         ,2009      ,39.1,46.5,30.7,15,3.05,11.0,12.38,1.38,11.11,0.11,13.06,2.06,12.0,1.0,8.1,2.9
3427,19        ,5         ,2009      ,38.1,44.9,30.9,17,3.31,11.0,11.5,0.5,10.29,0.71,11.31,0.31,10.44,0.56,11.27,0.27
3428,20        ,5         ,2009      ,38.3,45.2,30.9,18,1.84,8.3,9.19,0.89,7.89,0.41,9.78,1.48,8.43,0.13,6.26,2.04
3429,21        ,5         ,2009      ,38.7,45.1,30.7,15,1.54,7.6,7.59,0.01,8.27,0.67,7.47,0.13,7.22,0.38,7.61,0.01
3430,22        ,5         ,2009      ,38.4,45.6,29.8,14,1.67,8.1,8.5,0.4,7.73,0.37,10.88,2.78,9.34,1.24,9.28,1.18
3431,23        ,5         ,2009      ,38.4,45.5,30.8,11,1.64,7.9,8.29,0.39,7.96,0.06,6.47,1.43,7.1,0.8,2.75,5.15
3432,24        ,5         ,2009      ,39.0,45.0,33.0,9,1.14,6.4,7.18,0.78,5.74,0.66,3.79,2.61,5.35,1.05,8.93,2.53
3433,25        ,5         ,2009      ,37.5,45.2,29.1,12,2.7,10.2,10.1,0.1,10.18,0.02,11.46,1.26,10.81,0.61,5.91,4.29
3434,26        ,5         ,2009      ,36.9,44.2,28.3,16,2.51,9.6,10.09,0.49,10.22,0.62,5.69,3.91,8.73,0.87,7.93,1.67
3435,27        ,5         ,2009      ,38.0,44.9,30.1,20,2.89,10.2,11.08,0.88,9.88,0.32,12.76,2.56,9.08,1.12,13.03,2.83
3436,28        ,5         ,2009      ,38.8,45.8,30.4,16,1.55,7.8,7.6,0.2,7.81,0.01,4.06,3.74,8.35,0.55,7.0,0.8
3437,29        ,5         ,2009      ,37.5,45.1,31.8,29,3.2,10.3,11.63,1.33,10.58,0.28,7.91,2.39,10.19,0.11,15.08,4.78
3438,30        ,5         ,2009      ,35.6,41.9,28.9,40,3.04,8.9,6.98,1.92,8.03,0.87,9.54,0.64,9.26,0.36,14.84,5.94
3439,31        ,5         ,2009      ,35.9,42.1,29.3,41,3.22,9.0,7.96,1.04,9.57,0.57,10.81,1.81,7.78,1.22,7.89,1.11
3440,1         ,6         ,2009      ,35.1,41.2,28.3,43,3.02,8.6,6.97,1.63,8.33,0.27,8.14,0.46,8.29,0.31,4.12,4.48
3441,2         ,6         ,2009      ,36.8,41.9,30.6,35,2.88,8.8,8.05,0.75,9.45,0.65,11.91,3.11,9.84,1.04,3.15,5.65
3442,3         ,6         ,2009      ,38.4,43.9,33.2,32,4.08,10.8,9.66,1.14,10.81,0.01,7.31,3.49,10.2,0.6,7.18,3.62
3443,4         ,6         ,2009      ,37.8,44.2,31.9,30,4.05,11.2,11.67,0.47,10.59,0.61,9.06,2.14,12.05,0.85,12.8,1.6
3444,5         ,6         ,2009      ,36.8,43.1,31.1,26,4.56,11.9,12.56,0.66,11.5,0.4,15.22,3.32,11.49,0.41,9.14,2.76
3445,6         ,6         ,2009      ,35.3,42.9,27.5,9,3.4,11.2,12.24,1.04,11.29,0.09,9.23,1.97,10.53,0.67,11.94,0.74
3446,7         ,6         ,2009      ,35.0,42.7,26.7,9,1.57,7.5,7.13,0.37,6.81,0.69,8.12,0.62,7.73,0.23,9.4,1.9
3447,8         ,6         ,2009      ,35.6,44.3,26.6,7,2.74,10.3,11.06,0.76,11.16,0.86,7.03,3.27,9.21,1.09,4.43,5.87
3448,9         ,6         ,2009      ,36.8,44.4,28.3,11,1.65,7.9,6.02,1.88,7.34,0.56,7.46,0.44,7.94,0.04,8.94,1.04
3449,10        ,6         ,2009      ,37.9,45.0,29.1,22,3.2,10.8,10.53,0.27,11.06,0.26,13.89,3.09,9.9,0.9,15.21,4.41
3450,11        ,6         ,2009      ,38.3,45.0,30.8,18,2.41,9.4,8.01,1.39,8.88,0.52,5.53,3.87,8.25,1.15,9.22,0.18
3451,12        ,6         ,2009      ,38.0,44.5,31.6,18,1.94,8.3,8.94,0.64,8.08,0.22,10.82,2.52,9.01,0.71,4.75,3.55
3452,13        ,6         ,2009      ,36.8,43.1,29.4,25,2.74,9.4,11.17,1.77,10.21,0.81,8.23,1.17,8.43,0.97,4.08,5.32
3453,14        ,6         ,2009      ,37.1,43.4,30.6,27,4.32,11.6,11.24,0.36,11.09,0.51,15.42,3.82,12.13,0.53,8.91,2.69
3454,15        ,6         ,2009      ,35.1,40.8,28.6,32,3.16,9.2,8.66,0.54,8.43,0.77,8.21,0.99,9.98,0.78,9.87,0.67
3455,16        ,6         ,2009      ,31.9,38.2,25.1,40,2.0,7.1,5.9,1.2,6.63,0.47,10.74,3.64,6.76,0.34,8.93,1.83
3456,17        ,6         ,2009      ,34.3,40.1,26.5,35,1.71,7.1,5.72,1.38,7.27,0.17,8.45,1.35,5.9,1.2,1.29,5.81
3457,18        ,6         ,2009      ,36.8,42.0,30.4,26,1.45,6.9,5.33,1.57,6.14,0.76,2.9,4.0,6.75,0.15,7.87,0.97
3458,19        ,6         ,2009      ,37.1,42.4,31.4,23,1.77,7.5,5.54,1.96,7.63,0.13,10.15,2.65,6.48,1.02,2.56,4.94
3459,20        ,6         ,2009      ,38.3,44.5,32.5,19,1.77,7.9,6.82,1.08,7.18,0.72,4.08,3.82,8.48,0.58,7.79,0.11
3460,21        ,6         ,2009      ,38.9,45.2,32.8,15,1.88,8.2,9.67,1.47,7.78,0.42,5.73,2.47,9.03,0.83,4.12,4.08
3461,22        ,6         ,2009      ,38.2,44.9,30.6,18,2.75,10.0,11.86,1.86,10.12,0.12,11.12,1.12,9.61,0.39,4.75,5.25
3462,23        ,6         ,2009      ,38.5,44.7,31.0,21,3.55,11.2,10.02,1.18,10.82,0.38,13.1,1.9,9.95,1.25,16.41,5.21
3463,24        ,6         ,2009      ,38.3,42.9,32.9,25,4.05,11.0,12.57,1.57,11.08,0.08,10.45,0.55,10.8,0.2,5.83,5.17
3464,25        ,6         ,2009      ,38.0,44.0,32.2,28,3.76,10.8,11.5,0.7,11.05,0.25,14.0,3.2,11.87,1.07,11.74,0.94
3465,26        ,6         ,2009      ,38.3,45.2,30.1,26,3.19,10.6,11.69,1.09,11.45,0.85,10.23,0.37,10.58,0.02,5.69,4.91
3466,27        ,6         ,2009      ,40.3,46.1,33.5,27,4.04,11.8,11.59,0.21,11.25,0.55,8.78,3.02,12.68,0.88,8.91,2.89
3467,28        ,6         ,2009      ,41.0,46.9,34.7,26,4.71,13.0,13.8,0.8,12.76,0.24,14.68,1.68,12.56,0.44,13.86,0.86
3468,29        ,6         ,2009      ,40.6,46.4,34.4,30,4.84,12.7,13.69,0.99,12.19,0.51,12.37,0.33,12.01,0.69,14.73,2.03
3469,30        ,6         ,2009      ,40.1,45.6,34.4,31,4.43,11.8,12.77,0.97,12.0,0.2,13.3,1.5,12.05,0.25,11.8,0.0
3470,1         ,7         ,2009      ,38.5,42.2,35.2,36,3.68,9.3,10.46,1.16,8.5,0.8,9.15,0.15,8.79,0.51,11.07,1.77
3471,2         ,7         ,2009      ,35.2,38.5,30.9,49,2.52,6.7,5.15,1.55,6.2,0.5,3.9,2.8,6.77,0.07,0.96,5.74
3472,3         ,7         ,2009      ,33.4,37.8,28.6,55,1.68,5.8,6.67,0.87,6.56,0.76,7.25,1.45,4.87,0.93,2.08,3.72
3473,4         ,7         ,2009      ,34.6,40.0,28.3,45,1.45,6.4,5.34,1.06,5.94,0.46,9.03,2.63,5.22,1.18,8.09,1.69
3474,5         ,7         ,2009      ,36.6,42.0,30.6,36,1.56,6.9,8.81,1.91,7.05,0.15,6.02,0.88,7.64,0.74,4.04,2.86
3475,6         ,7         ,2009      ,38.5,44.0,31.6,31,1.52,7.2,6.9,0.3,6.57,0.63,10.73,3.53,8.32,1.12,8.03,0.83
3476,7         ,7         ,2009      ,39.4,45.7,32.6,25,1.27,7.1,8.73,1.63,7.42,0.32,6.4,0.7,7.66,0.56,2.29,4.81
3477,8         ,7         ,2009      ,39.4,46.2,31.7,19,2.37,9.5,9.51,0.01,9.48,0.02,6.15,3.35,9.38,0.12,8.93,0.57
3478,9         ,7         ,2009      ,39.7,45.6,32.8,29,2.61,9.4,8.06,1.34,9.68,0.28,11.4,2.0,8.9,0.5,13.35,3.95
3479,10        ,7         ,2009      ,37.4,41.3,33.3,39,2.23,7.2,7.86,0.66,6.32,0.88,6.54,0.66,5.97,1.23,1.49,5.71
3480,11        ,7         ,2009      ,33.2,37.1,29.0,59,3.08,6.4,7.25,0.85,5.83,0.57,8.23,1.83,6.71,0.31,2.72,3.68
3481,12        ,7         ,2009      ,33.5,39.0,28.1,61,2.52,6.6,7.84,1.24,6.87,0.27,6.12,0.48,5.56,1.04,5.54,1.06
3482,13        ,7         ,2009      ,36.1,41.5,31.3,46,3.45,8.6,6.71,1.89,8.06,0.54,5.47,3.13,9.21,0.61,6.38,2.22
3483,14        ,7         ,2009      ,34.5,38.6,30.7,54,1.52,5.5,5.42,0.08,5.73,0.23,7.28,1.78,4.51,0.99,5.7,0.2
3484,15        ,7         ,2009      ,35.6,41.5,29.9,46,1.91,7.1,6.63,0.47,6.27,0.83,4.94,2.16,6.68,0.42,9.06,1.96
3485,16        ,7         ,2009      ,35.5,40.7,29.9,45,2.48,7.5,9.29,1.79,8.02,0.52,4.17,3.33,8.3,0.8,1.56,5.94
3486,17        ,7         ,2009      ,36.3,41.1,31.5,48,1.41,6.1,5.92,0.18,5.31,0.79,8.08,1.98,5.87,0.23,10.01,3.91
3487,18        ,7         ,2009      ,36.7,41.9,31.2,47,2.63,7.8,9.3,1.5,7.31,0.49,7.17,0.63,8.89,1.09,2.72,5.08
3488,19        ,7         ,2009      ,36.6,40.5,32.6,48,1.95,6.4,8.29,1.89,6.58,0.18,9.68,3.28,6.22,0.18,9.45,3.05
3489,20        ,7         ,2009      ,36.7,41.3,32.0,46,4.12,9.0,7.78,1.22,8.22,0.78,8.54,0.46,8.09,0.91,7.97,1.03
3490,21        ,7         ,2009      ,36.6,41.3,31.9,44,3.25,8.3,7.96,0.34,8.44,0.14,5.19,3.11,9.46,1.16,13.3,5.0
